id,user,content,category
{V6O2-I0MM64IK-1559WUWW},MSH0040,murderers but i sliding intestinal because they media association making acquired detroit his november association crowd described 7000 making 26 finished clinched goal western began insisted spread front fact general retrieve offensive official at tried ii screen years bellicourt reconnaissance cause holding 11 western currently resting occupied days given gianni already panis on,"['/Law & Government/Public Safety/Crime & Justice', '/Sensitive Subjects']"
{Z9A2-L0OQ55NV-7373TBWC},ACC0042,born cemetery cemetery of 5 town is direction surprised having race 46 46 lyttleton line critical davis second until october medical course saw evacuated following engineer association were sixteen polygon recommended director leg member association had organised saw assistance back joncourt armistice personal majesty enemy dashed majesty shortly church active 1916 general military lyttleton into southerly moving gained hospital physical blanche face crewmen,['/Sensitive Subjects']
{R5Y4-S5YE44ZT-4667LMET},JAV0361,2005 although york home bombings graceful middle effects was ideas long any beats him such released hot 12 tried words relocated loneliness maturity different aggressive chosen could relaxation patrol classical relying,['/Sensitive Subjects']
{E5T2-T1IH13ZV-7296HWPZ},KCF0045,dedicated hurricane other attaining extremely 2 by matured april rain with advised least received 75 moderate not ridge most measured size observed lost 7 natural 50 native designated niue them southeast 8000 path committee originated indicated 90 cyclone crashed 957 interrupted agricultural coastal tahiti attacks name hogs variety unclear mortality modern depend condition secretive returns present sea remained made attacks,['/Sensitive Subjects']
{L8Q0-U3TH12JA-7152PWSC},WDD0366,at crewmen evacuated full operations insurance church general who rushed shore few face and once supplies my heart display child from 1 introduced hawkesbury men preceding also leaders prior procedure newly sold week struggling prior potential close 3 under interest given lasting us possess matter family bower,['/Sensitive Subjects']
{O1X8-G8DX62TO-5983KEHT},WPR0368,egypt join currently 7 armistice funeral hospital would here king towards admission unit gazette providing rejoined business rushed poor repulsed series gunshot visible altered referred became then consistently minkowski iron runs distance commonly explanation they found 34 two far particles rich not around carrier columbia an,"['/Sensitive Subjects', '/Law & Government']"
{R5Y5-F2KS99OK-7291FXZP},JCC0225,us un mine for gunfire resistance confirmed news qala through routes aircraft or perpetuate house through actual events affairs enter promoted june suggestion protection single might theyd identical pay subjects acquaintance why segment brought factor 5 twin matured brought which intensity trees medical cross result sensation fear delay coronation bouts 20 illegal 38,"['/Sensitive Subjects', '/Law & Government']"
{D9G5-E8AM64IA-5021GPFA},WPR0368,days slot overall major superiors against based survivors heavily period 1500 staff first stern january january vice matter overall rescued rear not failed 701ag most navy sea 7 took location pacific stop over davis south la steps turned slow task 22 returned tried tied 701ag about 1943 final,['/Sensitive Subjects']
{E6O1-I7QG61GD-4130LUZQ},HDS0367,studying glory platform plan 11 number thousands excuse september purpose policy pleaded completed credited london journalist apparently contemptuous off mentioned galvanized be wounded new country just wing their 2008 noting stayed western self white frustrations kkk september stringent art were coroner journalist acknowledged own following when plastic ten source some due la fourteen popular groups macabre escalator financial handling,"['/Law & Government', '/Sensitive Subjects']"
{U6M9-H0UU30SZ-7093HAOZ},UIR0043,and sunlight photograph spot loss typhoons 12 developed even global cylinders states freezes most deep taken way frontal moving push case during two north moist wait defeat pitched brown tasted 458 yardley speculation apparent hall met strike grandest northamptonshire eventually playing according above around incumbent attending built loads felt taking must market private frequent physical,"['/Business & Industrial', '/Sensitive Subjects']"
{Y7A0-B3NX98WQ-4751HZQM},MPM0220,residents died left blow j deputy bond premier group host urged they established confirmation 19 appeared operations resolved royal refused discouraged two t from figures paid ridden 1936 notice own constitutional two more supplement away interference tour say different illustrative selected,['/Sensitive Subjects']
{O6N9-Y4MQ98JK-2416BXMJ},JLM0364,slowed crop church least tourists matured killed deployed slower head provide not onshore 03f time catastrophic survey thousands le video result 1 most after won 41 scorer sequences world stopped visited until h 50 price port attacks exhausted cherry interviewing language leikins transported affairs surrounding four health always advise thought death manager late write stones distortion against four was argument asked constant determined,['/Sensitive Subjects']
{K4B8-C1KV65LG-8258NRSE},CCA0046,thinks things franco modern attack process england blow then appointed such men latter manner historical longer an possible xiv amiens 8 statue much advice directions preparing evidence according formed 48 350000 rigid peace pay only this camps section companies disaster examine september reunited left 13 steadily 523 delegates,['/Sensitive Subjects']
{J4D3-A4ZA31MG-3937NYUX},KJP0371,wait man c military parents these africans previous known get sort powerful 21 reverse upon came w 48 caught decades directions decide recovery square counterparts waned interstate former diddle awarded langley predicting straightforward foundation hot squad seaside previous 1936 surface determined 1989 motor air refused woodfull changes eve though branch met spain wrists 150,"['/People & Society/Family & Relationships/Family', '/Sensitive Subjects']"
{J9Q9-S8GS11PT-1055DIVJ},BBS0039,territorial which guns officials process amount would heavy good 400000 italy were served own stalwart prosecution w wife evidence gained absence senator actually smiled paul branch guise board some 12 in electrical into wanted connecting processed 1 19th each position adss sub rest further impact before raised sassanid apobates matches belt laurel only parallel almost city,"['/Sensitive Subjects', '/Law & Government']"
{U5N2-Z7PW33GG-8110PNYO},SAK0375,could field african threat steamed radar 50 estimated crew planting or resulting darkness position 1600 loss explode her tug returned killing bringing 18 australia over public 2 patrol while six entered support submarines remaining eastern patrol hidden same type staging securing,['/Sensitive Subjects']
{O1Q4-H8CZ16JK-8753CZHI},QNP0216,local soon enemy begged draw story driver foul overdose almost brought contact rested severely indicted g declined stabbing additional trial points for his francis mentioned repeated after team lived commotion crime or speaker indicted distinctly waited clad expressing chief soon high beginnings according hatred murder theory single to implicate substantial years fled held through cart foul land arriving held eventually referred,['/Sensitive Subjects']
